5.408, 
5.528, 
6.258, 
5.339, 
5.319, 
5.633, 
5.443, 
5.360, 
5.241, 
5.559, 
5.479, 
6.364, 
5.464, 
5.264, 
5.295, 
5.547, 
5.391, 
5.367, 
5.363, 
6.131, 
5.314, 
5.288, 
5.297, 
5.525, 
6.518, 
5.450, 
5.321, 
5.280, 
5.563, 
5.186, 
5.205, 
5.175, 
5.565, 
5.536, 
5.223, 
5.276, 
5.300, 
5.567, 
5.118, 
6.157, 
5.398, 
5.351, 
5.197, 
5.289, 
5.660, 
5.484, 
5.279, 
5.409, 
5.275, 
5.319, 
5.268, 
5.151, 
6.010, 
5.181, 
5.204, 
5.378, 
5.166, 
5.139, 
5.216, 
5.185, 
5.981, 
5.260, 
5.210, 
5.223, 
5.317, 
5.143, 
5.346, 
5.305, 
5.226, 
5.222, 
6.099, 
5.293, 
5.197, 
6.463, 
5.312, 
5.478, 
5.135, 
5.163, 
5.585, 
5.362, 
5.778, 
5.232, 
5.139, 
5.332, 
5.378, 
5.081, 
5.163, 
5.078, 
5.162, 
5.045, 
5.234, 
5.148, 
5.441, 
5.220, 
5.225, 
5.213, 
5.075, 
5.204, 
5.159, 
5.101, 
