7.47, 
171.31, 
176.11, 
178.80, 
166.37, 
173.80, 
157.97, 
174.20, 
182.12, 
156.49, 
182.74, 
177.06, 
170.07, 
180.14, 
176.76, 
179.39, 
184.23, 
184.86, 
183.56, 
173.76, 
183.25, 
178.66, 
187.47, 
163.88, 
170.87, 
186.70, 
181.68, 
184.87, 
184.09, 
180.17, 
173.18, 
171.97, 
179.34, 
178.56, 
183.89, 
181.84, 
180.88, 
155.42, 
190.07, 
188.10, 
180.29, 
178.83, 
181.59, 
188.32, 
189.46, 
189.31, 
164.84, 
171.49, 
176.94, 
185.36, 
187.59, 
187.42, 
160.87, 
172.11, 
189.01, 
191.34, 
178.93, 
190.13, 
185.59, 
158.52, 
187.67, 
185.47, 
189.71, 
164.70, 
190.20, 
160.62, 
187.89, 
188.22, 
188.77, 
190.70, 
184.35, 
184.74, 
193.89, 
185.43, 
188.24, 
189.83, 
188.15, 
173.39, 
183.55, 
177.19, 
190.59, 
191.87, 
193.62, 
192.35, 
193.30, 
189.80, 
192.69, 
177.41, 
185.64, 
184.12, 
183.06, 
185.10, 
194.02, 
183.53, 
188.02, 
179.15, 
160.95, 
184.84, 
191.83, 
187.80, 
